uuid, AuthorYear,Include,BiasRating,N,StatType,StatTypeDetails,ModelDescription,StatGrouping,,Stat,CILow,CIHigh,SE,T-Ratio,Wald,PValue,Statistic from Largest Model,Table,ModelNumber,Finding In Abstract?,PreventativeOrRecovery,OutcomeType,OutcomeSubType,OutcomeScale,OutcomeScaleDetails,OutcomeDetails,Outcome Directionality,ToInvert,OutcomeNotes,Outcome Measured at Baseline?,ExposureCategory,Exposure,Exposure - Additional Notes,Exposure Measured at Baseline,Summary (SI),Notes,CountryPopulation,Design (F/U Period),Description of Quality/Bias,Reference
61cc810e-672e-4940-9a81-43c9e9aad2f5,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,several times per year),,,,0.400,0.25,0.63,,,,<0.01,yes,4,Persistent Smoker,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Persistent Smoker,,RSA,Religious Service Attendance,,,"Specifically, for ""persistent smokers,"" any attendance proved protective compared with never attenders AOR (several times per year)=0.40, p<0.01",,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
451b3191-8493-44c6-8437-2c368344ad33,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice month),,,,0.430,0.28,0.67,,,,<0.01,yes,4,Persistent Smoker,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Persistent Smoker,,RSA,Religious Service Attendance,,,"Specifically, for ""persistent smokers,"" any attendance proved protective compared with never attenders AOR (once/twice month)=0.43, p<0.01",,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
46b1c898-ca8a-45ba-892a-ea872cb5cc80,Mumford and Liu 2016,yes,Low / Moderate,"9,050",AOR,nearly weekly+,,OR,,0.180,0.11,0.31,,,,<0.01,yes,4,Persistent Smoker,yes,recovery?,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Persistent Smoker,,RSA,Religious Service Attendance,,,"Specifically, for ""persistent smokers,"" any attendance proved protective compared with never attenders AOR(nearly weekly+)=0.18, p<0.01",,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
c9566cf7-7a89-447c-b038-1ac5c021bb55,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice per year) - missing,,,,,,,,,,,yes,4,Temporary quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Temporary quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
93248fb8-f5d7-4e6e-8ab0-598055b8e928,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,several times per year) - missing?,,,,,,,,,,,yes,4,Temporary quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Temporary quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
29fc803d-5d07-4eb1-b9d8-a71465025e40,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice month) - missing?,,,,,,,,,,,yes,4,Temporary quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Temporary quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
a7707c29-54c6-4092-9b9e-4b023e8a43ad,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,nearly weekly+,,,,0.390,0.25,0.63,,,,<0.01,yes,4,Temporary quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Temporary quitters,,RSA,Religious Service Attendance,,,"For ""temporary quitters"" and ""pregnancy-inspired quitters,"" protective influence was seen for only nearly weekly or more attendance levels compared with never attenders AOR(temporary quitters) =0.39, p<0.01",,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
16ddec5e-dcb1-4467-87c6-19d20578032c,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice per year) - missing?,,,,,,,,,,,yes,4,Delayed initiators,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Smoking (trajectory),,,Delayed initiators,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
ff2efe62-1ede-4eeb-818a-f1f66b35808a,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,several times per year) - missing?,,,,,,,,,,,yes,4,Delayed initiators,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Smoking (trajectory),,,Delayed initiators,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
84e79076-e03b-424b-bf00-08be4452d089,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice month) - missing?,,,,,,,,,,,yes,4,Delayed initiators,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Smoking (trajectory),,,Delayed initiators,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
afe44b17-19a7-4475-b5f1-f7b3188ea74b,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,nearly weekly+ - missing?,,,,,,,,,,,yes,4,Delayed initiators,,,Substance Use,Smoking,Dichotomous,Use (Started/Used),Smoking (trajectory),,,Delayed initiators,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
227ef47f-2dc7-4e36-8196-22e60b89d77b,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice per year) - missing?,,,,,,,,,,,yes,4,Pregnancy-inspired quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Pregnancy-inspired quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
0120d7ba-c09a-4cac-aaca-51dc9a9a0919,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,several times per year) - missing?,,,,,,,,,,,yes,4,Pregnancy-inspired quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Pregnancy-inspired quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
0c0a000e-7e11-4d6d-bf1e-05ef64164789,Mumford and Liu 2016,no,Low / Moderate,"9,050",AOR,once/twice month) - missing?,,,,,,,,,,,yes,4,Pregnancy-inspired quitters,,,Substance Use,Smoking,Dichotomous,Use (Continued),Smoking (trajectory),,,Pregnancy-inspired quitters,,RSA,Religious Service Attendance,,,,,US Mothers from ECLS-B,Prospective cohort study (5 years),"Analyzed smoking trajectories over time but included some proxies for baseline (including postpartum drinking and cohabitation with smokers); controlled for multiple other potential confounders (sociodemographics, social support from family/friends/work, social connectedness, community service, postpartum depression, duration of breastfeeding).","Mumford, E. A., & Liu, W. Social integration and maternal smoking: A longitudinal analysis of a national birth cohort. Maternal and Child Health Journal, 20(8), 1586-1597."
